"win","kills","deaths","dmgObj","dmgTurr","vision_score","totalDmg","totalDmgTaken","totalMinions","gold","position","time"
TRUE,4,5,20467,0,28,228468,38221,33,13523,"JUNGLE",30.1666666666667
TRUE,16,5,7833,4390,28,188952,22207,242,17300,"MIDDLE",30.1666666666667
TRUE,10,4,11736,7015,24,176169,18689,211,14792,"BOTTOM",30.1666666666667
TRUE,8,6,4456,3224,83,27040,15222,35,9841,"UTILITY",30.1666666666667
TRUE,1,1,3328,2193,26,112539,8010,212,9074,"TOP",22.4166666666667
TRUE,2,3,10993,0,17,135760,8008,8,7851,"JUNGLE",22.4166666666667
TRUE,10,0,13194,680,16,106320,17229,170,10989,"MIDDLE",22.4166666666667
TRUE,5,0,18425,6432,19,126767,9860,207,10995,"BOTTOM",22.4166666666667
TRUE,2,3,2009,538,52,20049,14070,28,6659,"UTILITY",22.4166666666667
FALSE,0,3,2517,892,13,93413,14774,177,7196,"TOP",22.4166666666667
FALSE,0,6,28207,0,19,161136,19131,8,7582,"JUNGLE",22.4166666666667
FALSE,2,5,2972,1781,14,131919,14105,200,9592,"MIDDLE",22.4166666666667
FALSE,2,3,3797,3416,15,106650,10147,179,8700,"BOTTOM",22.4166666666667
FALSE,3,3,1844,1403,32,27365,7631,18,6540,"UTILITY",22.4166666666667
TRUE,8,2,4567,2568,21,144794,15804,186,12435,"TOP",25.6666666666667
TRUE,4,3,34007,1608,31,166217,27964,16,11144,"JUNGLE",25.6666666666667
TRUE,2,2,24293,9880,16,169969,25969,199,11910,"MIDDLE",25.6666666666667
TRUE,16,7,36025,7883,20,189353,23868,190,17143,"BOTTOM",25.6666666666667
TRUE,0,7,353,353,68,19301,17444,27,7616,"UTILITY",25.6666666666667
FALSE,4,8,0,0,15,91322,21690,144,8672,"TOP",25.6666666666667
FALSE,1,5,5269,0,20,170680,31943,21,7799,"JUNGLE",25.6666666666667
FALSE,9,5,2002,256,9,109957,15105,158,10893,"MIDDLE",25.6666666666667
FALSE,6,7,3509,1430,32,85446,19695,152,9945,"BOTTOM",25.6666666666667
FALSE,1,5,9437,0,49,27363,18977,31,6105,"UTILITY",25.6666666666667
FALSE,5,3,692,692,23,72534,10098,147,7994,"TOP",19.5
FALSE,0,2,14703,359,15,114546,13513,21,6291,"JUNGLE",19.5
FALSE,2,6,276,276,10,54617,14520,116,5625,"MIDDLE",19.5
FALSE,4,3,2715,2422,8,68768,7310,143,8274,"BOTTOM",19.5
FALSE,1,6,918,918,47,15755,10619,8,5354,"UTILITY",19.5
TRUE,0,2,3992,3007,9,78092,7268,142,7387,"TOP",19.5
TRUE,3,2,34033,2652,18,187856,21970,24,8413,"JUNGLE",19.5
TRUE,13,0,2869,2598,14,101970,8561,176,11275,"MIDDLE",19.5
TRUE,3,5,3854,1063,10,49781,10109,91,6375,"BOTTOM",19.5
TRUE,1,3,613,495,41,11062,8144,31,6350,"UTILITY",19.5
FALSE,8,5,8371,3024,20,172238,31198,200,12678,"TOP",31.25
FALSE,13,6,46366,723,37,246661,50028,61,15886,"JUNGLE",31.25
FALSE,4,11,5982,1396,23,137814,29536,195,12060,"MIDDLE",31.25
FALSE,4,6,20744,2161,37,184815,25883,225,12543,"BOTTOM",31.25
FALSE,2,9,3175,411,86,27364,26648,28,9175,"UTILITY",31.25
TRUE,9,2,11638,6735,15,185621,32564,238,16571,"TOP",31.25
TRUE,6,9,20273,1197,21,170999,42382,19,12132,"JUNGLE",31.25
TRUE,4,7,6596,2977,20,146999,22361,186,12820,"MIDDLE",31.25
TRUE,7,8,12221,5474,25,203531,23562,208,15255,"BOTTOM",31.25
TRUE,11,5,675,449,124,31039,20572,49,11046,"UTILITY",31.25
TRUE,5,2,12484,6415,18,153848,9818,212,11898,"TOP",22.8833333333333
TRUE,4,2,29881,1192,25,192417,21010,19,10251,"JUNGLE",22.8833333333333
TRUE,2,3,12792,846,16,129668,13363,201,9139,"MIDDLE",22.8833333333333
TRUE,6,2,16767,7787,19,125883,9414,189,12146,"BOTTOM",22.8833333333333
TRUE,6,1,7964,379,56,34570,9621,27,8052,"UTILITY",22.8833333333333
FALSE,1,5,1665,1665,13,97635,16457,171,7881,"TOP",22.8833333333333
FALSE,3,3,13600,1449,10,159171,17437,58,9702,"JUNGLE",22.8833333333333
FALSE,2,5,732,732,23,92376,15476,175,8505,"MIDDLE",22.8833333333333
FALSE,3,6,1917,1917,10,88277,15334,168,9000,"BOTTOM",22.8833333333333
FALSE,1,5,138,0,47,19751,12207,30,5464,"UTILITY",22.8833333333333
FALSE,5,3,6970,5243,11,143526,11718,208,11745,"TOP",26.2
FALSE,6,6,24715,1172,32,194361,29711,40,11419,"JUNGLE",26.2
FALSE,9,7,1011,1011,20,109612,26360,152,11351,"MIDDLE",26.2
FALSE,4,9,4952,912,10,106922,19956,158,9991,"BOTTOM",26.2
FALSE,2,8,1753,190,60,42333,13979,34,8280,"UTILITY",26.2
TRUE,4,3,7586,4277,13,121956,24261,159,10490,"TOP",26.2
TRUE,20,6,33110,5029,34,254757,22257,47,17451,"JUNGLE",26.2
TRUE,3,3,4059,2609,17,108514,18716,169,10167,"MIDDLE",26.2
TRUE,5,6,17650,5719,12,131952,17711,164,12729,"BOTTOM",26.2
TRUE,0,8,2018,811,85,11555,18367,10,7527,"UTILITY",26.2
TRUE,5,2,6719,6208,12,115884,17366,185,11065,"TOP",23.9333333333333
TRUE,13,7,56818,3175,13,160209,22546,15,13352,"JUNGLE",23.9333333333333
TRUE,6,8,3724,2460,17,97600,21385,162,10826,"MIDDLE",23.9333333333333
TRUE,18,4,4547,4265,16,114715,16613,164,15441,"BOTTOM",23.9333333333333
TRUE,6,3,1136,109,61,20970,17729,32,8968,"UTILITY",23.9333333333333
FALSE,4,7,8499,5790,8,127085,24260,190,11646,"TOP",23.9333333333333
FALSE,4,12,10128,121,18,157342,29498,23,8818,"JUNGLE",23.9333333333333
FALSE,10,9,2129,1103,5,116979,20268,159,11327,"MIDDLE",23.9333333333333
FALSE,4,10,4299,2600,8,68728,31836,142,8827,"BOTTOM",23.9333333333333
FALSE,2,10,2711,325,65,18241,21989,13,6738,"UTILITY",23.9333333333333
FALSE,14,4,4955,1250,24,166942,40172,205,16408,"BOTTOM",36.6
FALSE,5,12,19445,2081,41,308403,31638,47,14912,"JUNGLE",36.6
FALSE,8,4,16829,16829,23,269523,37770,292,17186,"TOP",36.6
FALSE,4,8,711,59,23,186675,27013,254,14557,"MIDDLE",36.6
FALSE,2,10,1778,408,104,20895,29994,37,9268,"UTILITY",36.6
TRUE,3,6,15019,6048,24,221823,27447,280,14770,"TOP",36.6
TRUE,14,4,72143,2649,29,346851,40969,56,19119,"JUNGLE",36.6
TRUE,3,6,8207,1427,28,182015,19996,214,13916,"MIDDLE",36.6
TRUE,10,7,21075,6249,36,243036,18521,242,17126,"BOTTOM",36.6
TRUE,8,10,1739,128,121,43136,37714,50,11603,"UTILITY",36.6
FALSE,1,3,2273,2273,14,55435,10162,149,7498,"BOTTOM",20.7333333333333
FALSE,0,6,21234,0,24,117430,21391,13,6626,"JUNGLE",20.7333333333333
FALSE,5,6,2662,2662,20,63973,13589,129,8259,"TOP",20.7333333333333
FALSE,2,3,5814,800,15,92119,11440,151,7538,"MIDDLE",20.7333333333333
FALSE,0,3,878,878,15,9829,6736,2,4666,"UTILITY",20.7333333333333
TRUE,7,5,7099,5363,10,67977,23146,108,9393,"TOP",20.7333333333333
TRUE,5,0,25311,1645,14,181979,20357,11,9297,"JUNGLE",20.7333333333333
TRUE,5,1,6859,4316,20,91940,12456,162,9085,"MIDDLE",20.7333333333333
TRUE,4,1,2718,2359,17,90237,8766,172,8999,"BOTTOM",20.7333333333333
TRUE,0,1,3866,696,41,19949,7229,24,5306,"UTILITY",20.7333333333333
TRUE,4,12,18014,5572,14,165890,36809,215,12064,"TOP",29.4166666666667
TRUE,14,5,36857,4107,33,305657,39234,75,18377,"JUNGLE",29.4166666666667
TRUE,11,7,13430,6277,13,158549,25674,166,14304,"BOTTOM",29.4166666666667
TRUE,11,6,10008,4792,14,169421,20994,206,16044,"MIDDLE",29.4166666666667
TRUE,2,8,1974,651,77,42677,22610,23,9455,"UTILITY",29.4166666666667
FALSE,7,7,13157,5419,15,144684,37541,198,12532,"TOP",29.4166666666667
FALSE,11,6,17349,1365,35,212342,43110,33,15320,"JUNGLE",29.4166666666667
FALSE,9,12,12453,4824,22,185591,34180,197,14437,"MIDDLE",29.4166666666667
FALSE,11,9,5520,503,24,140031,22937,188,13265,"BOTTOM",29.4166666666667
FALSE,0,8,11145,268,92,50440,19629,31,8150,"UTILITY",29.4166666666667
TRUE,6,3,13672,8617,28,174892,33339,176,13256,"TOP",30.3833333333333
TRUE,6,1,52542,3717,45,272944,32260,50,14528,"JUNGLE",30.3833333333333
TRUE,12,3,19008,6204,32,183175,16929,202,15337,"MIDDLE",30.3833333333333
TRUE,4,3,11918,2743,22,154534,13509,194,11752,"BOTTOM",30.3833333333333
TRUE,1,4,2988,741,64,29715,18236,23,7979,"UTILITY",30.3833333333333
FALSE,4,5,8375,7121,22,129656,25538,207,11246,"TOP",30.3833333333333
FALSE,3,6,24046,0,34,202125,30270,24,9943,"JUNGLE",30.3833333333333
FALSE,2,6,2138,1267,14,182707,31182,287,12624,"MIDDLE",30.3833333333333
FALSE,4,6,5636,3414,17,172168,23561,227,12425,"BOTTOM",30.3833333333333
FALSE,1,6,1380,0,87,16423,20504,16,7064,"UTILITY",30.3833333333333
TRUE,8,3,20208,6793,13,157480,18001,176,12466,"TOP",22.9666666666667
TRUE,11,3,40602,193,14,232975,23001,22,12432,"JUNGLE",22.9666666666667
TRUE,10,3,22264,21450,10,133646,15532,140,12526,"MIDDLE",22.9666666666667
TRUE,12,3,7022,1416,25,76439,11646,137,12272,"BOTTOM",22.9666666666667
TRUE,1,5,1962,48,58,24105,14995,34,6753,"UTILITY",22.9666666666667
FALSE,3,10,6972,1969,8,94750,21400,155,8064,"TOP",22.9666666666667
FALSE,5,8,20603,0,15,126607,24101,14,8896,"JUNGLE",22.9666666666667
FALSE,4,13,429,429,9,67991,23950,114,8655,"MIDDLE",22.9666666666667
FALSE,4,6,3276,3276,8,92893,16763,170,10196,"BOTTOM",22.9666666666667
FALSE,1,5,56,0,46,27120,18086,42,6306,"UTILITY",22.9666666666667
FALSE,2,8,163,163,11,112090,27012,165,8304,"TOP",25.3333333333333
FALSE,6,5,26676,0,26,176336,31751,37,10862,"JUNGLE",25.3333333333333
FALSE,2,5,2322,247,8,86260,21391,143,8236,"MIDDLE",25.3333333333333
FALSE,8,6,3772,3254,23,120898,20339,211,11853,"BOTTOM",25.3333333333333
FALSE,2,8,375,375,48,22052,18325,34,7107,"UTILITY",25.3333333333333
TRUE,8,4,17068,8048,27,145728,31099,183,12289,"MIDDLE",25.3333333333333
TRUE,5,4,24124,1183,23,238326,21775,42,11805,"JUNGLE",25.3333333333333
TRUE,4,2,4146,2830,14,104945,24469,168,9697,"TOP",25.3333333333333
TRUE,9,4,18191,4951,35,129285,12072,193,12717,"BOTTOM",25.3333333333333
TRUE,6,6,8197,2075,96,38540,11756,30,9723,"UTILITY",25.3333333333333
TRUE,5,4,5504,5504,7,105130,22345,152,10095,"TOP",22.1666666666667
TRUE,13,4,45924,3364,13,219881,29160,33,12884,"JUNGLE",22.1666666666667
TRUE,6,3,6398,2925,16,87544,12083,124,10495,"MIDDLE",22.1666666666667
TRUE,7,1,12426,3592,14,105882,10076,182,10359,"BOTTOM",22.1666666666667
TRUE,1,5,3363,665,34,24610,11427,30,6803,"JUNGLE",22.1666666666667
FALSE,4,7,2419,840,10,80454,23082,141,8162,"TOP",22.1666666666667
FALSE,8,8,19030,0,16,165117,22443,37,10474,"JUNGLE",22.1666666666667
FALSE,2,8,3072,3072,11,97549,16971,163,8141,"MIDDLE",22.1666666666667
FALSE,0,4,4288,2320,11,123634,12498,200,8684,"BOTTOM",22.1666666666667
FALSE,3,5,217,137,45,10824,12543,8,6295,"UTILITY",22.1666666666667
FALSE,0,1,6614,6614,7,59469,10531,120,5656,"TOP",15.3166666666667
FALSE,0,2,4486,0,6,96172,15324,15,4955,"JUNGLE",15.3166666666667
FALSE,2,3,1970,0,7,44282,6247,118,5477,"MIDDLE",15.3166666666667
FALSE,4,6,682,682,5,56213,8114,120,6744,"BOTTOM",15.3166666666667
FALSE,0,5,0,0,20,10646,7543,22,3727,"UTILITY",15.3166666666667
TRUE,4,0,2305,2305,12,70792,4865,126,7125,"TOP",15.3166666666667
TRUE,4,0,22517,543,23,129986,10680,24,8173,"JUNGLE",15.3166666666667
TRUE,3,2,4429,2360,11,91290,5719,129,6425,"MIDDLE",15.3166666666667
TRUE,4,2,1099,90,8,46607,5673,113,5832,"BOTTOM",15.3166666666667
TRUE,2,2,2033,943,25,8666,3148,5,5344,"UTILITY",15.3166666666667
TRUE,14,8,28325,9323,31,307441,24776,219,19271,"TOP",31.8166666666667
TRUE,8,5,52129,1664,53,327831,29175,45,15836,"JUNGLE",31.8166666666667
TRUE,11,5,15221,3322,26,137489,26403,176,14576,"MIDDLE",31.8166666666667
TRUE,6,3,39169,32119,47,207651,12600,218,14584,"BOTTOM",31.8166666666667
TRUE,3,7,618,618,101,20225,24042,30,9087,"UTILITY",31.8166666666667
FALSE,8,9,3652,2735,27,187216,30930,264,14617,"TOP",31.8166666666667
FALSE,2,7,5362,0,22,154946,17095,9,9554,"JUNGLE",31.8166666666667
FALSE,5,10,5413,1554,25,142974,24644,189,12996,"MIDDLE",31.8166666666667
FALSE,7,7,14066,1015,24,188912,21978,214,14461,"BOTTOM",31.8166666666667
FALSE,5,10,6049,0,78,43940,25221,58,8534,"UTILITY",31.8166666666667
FALSE,5,5,5160,1379,29,112838,23181,166,11062,"TOP",29.6666666666667
FALSE,3,3,8602,352,16,167201,10737,23,11363,"JUNGLE",29.6666666666667
FALSE,6,5,18495,7777,27,191288,17915,213,14091,"MIDDLE",29.6666666666667
FALSE,6,8,12413,7055,11,157330,17856,186,12030,"BOTTOM",29.6666666666667
FALSE,7,5,1006,0,105,31344,15632,49,8903,"UTILITY",29.6666666666667
TRUE,8,9,9310,4896,20,224737,18722,208,16620,"TOP",29.6666666666667
TRUE,6,4,36858,1413,10,233793,28293,19,11906,"JUNGLE",29.6666666666667
TRUE,3,2,26517,3926,21,221178,16605,243,12546,"MIDDLE",29.6666666666667
TRUE,8,7,16301,3981,25,188435,23316,233,14928,"BOTTOM",29.6666666666667
TRUE,1,5,669,522,63,20529,19398,32,8396,"UTILITY",29.6666666666667
FALSE,2,7,0,0,10,69904,16563,131,7300,"TOP",23.0666666666667
FALSE,1,7,10256,0,12,131027,20693,33,7278,"JUNGLE",23.0666666666667
FALSE,5,4,873,873,11,92471,12818,167,8904,"MIDDLE",23.0666666666667
FALSE,1,6,1568,698,10,88736,25257,155,7233,"BOTTOM",23.0666666666667
FALSE,2,7,4926,543,29,29044,17480,23,7289,"UTILITY",23.0666666666667
TRUE,9,3,16370,5295,18,199195,14312,215,14663,"TOP",23.0666666666667
TRUE,8,3,39583,547,27,209114,22098,37,11813,"JUNGLE",23.0666666666667
TRUE,5,3,8334,4575,17,141729,16354,185,11875,"MIDDLE",23.0666666666667
TRUE,6,1,17767,8953,16,148496,11655,183,12437,"BOTTOM",23.0666666666667
TRUE,3,1,600,251,49,22620,13150,29,7750,"UTILITY",23.0666666666667
TRUE,4,1,2895,2787,9,58316,13603,143,7903,"TOP",19.3333333333333
TRUE,5,2,35071,325,18,172020,12419,12,8882,"JUNGLE",19.3333333333333
TRUE,3,3,8948,2019,12,95203,11459,153,7877,"MIDDLE",19.3333333333333
TRUE,5,2,10058,4220,7,95568,8820,164,9195,"BOTTOM",19.3333333333333
TRUE,3,0,3893,2218,46,22938,4832,26,7649,"UTILITY",19.3333333333333
FALSE,1,3,3871,359,16,87398,9666,147,7425,"TOP",19.3333333333333
FALSE,0,2,119,0,8,101000,5173,8,5452,"JUNGLE",19.3333333333333
FALSE,2,6,1992,143,12,66127,12013,143,6795,"MIDDLE",19.3333333333333
FALSE,4,4,189,0,11,63221,9143,145,7962,"BOTTOM",19.3333333333333
FALSE,1,5,4124,0,28,18249,8883,18,4161,"UTILITY",19.3333333333333
TRUE,2,4,7815,3517,10,79822,16763,139,9081,"TOP",22.1
TRUE,5,1,35621,0,19,236832,16374,13,10867,"JUNGLE",22.1
TRUE,9,2,16662,4917,9,130221,14992,173,12296,"MIDDLE",22.1
TRUE,9,3,5325,3318,13,88583,11847,160,10034,"BOTTOM",22.1
TRUE,0,4,1264,883,47,10934,10136,7,6881,"UTILITY",22.1
FALSE,5,4,2702,2346,14,90450,17441,164,9080,"TOP",22.1
FALSE,5,6,16803,0,17,162282,19157,32,8173,"JUNGLE",22.1
FALSE,4,5,4061,2068,16,81133,14783,139,8508,"MIDDLE",22.1
FALSE,0,4,2046,0,16,56955,9091,136,6390,"BOTTOM",22.1
FALSE,0,6,861,0,50,18250,14738,27,4936,"UTILITY",22.1
FALSE,1,4,1267,893,11,64181,16993,125,7073,"TOP",21.8666666666667
FALSE,1,4,12333,272,8,133060,22004,18,7312,"JUNGLE",21.8666666666667
FALSE,5,9,301,0,6,72504,20933,121,7158,"MIDDLE",21.8666666666667
FALSE,8,9,5522,490,11,77967,15042,134,8718,"BOTTOM",21.8666666666667
FALSE,4,6,231,231,56,32018,14087,29,7807,"UTILITY",21.8666666666667
TRUE,5,1,6032,5947,9,72323,9094,145,9173,"TOP",21.8666666666667
TRUE,13,4,46202,930,9,187184,24668,39,12010,"JUNGLE",21.8666666666667
TRUE,7,3,1393,1393,11,79067,14117,149,10230,"MIDDLE",21.8666666666667
TRUE,6,8,11182,11182,17,115039,19225,152,11838,"BOTTOM",21.8666666666667
TRUE,1,3,619,619,47,23031,15794,31,6720,"UTILITY",21.8666666666667
FALSE,1,7,2630,383,23,133723,36985,198,10049,"TOP",31.45
FALSE,12,7,36122,1736,17,301337,28156,81,17646,"JUNGLE",31.45
FALSE,5,14,3256,3039,7,152853,39134,160,11395,"MIDDLE",31.45
FALSE,9,9,4825,2493,8,204164,28936,258,14949,"BOTTOM",31.45
FALSE,3,6,527,0,86,51047,36554,48,10769,"UTILITY",31.45
TRUE,6,5,11844,9791,13,262955,37134,257,14786,"TOP",31.45
TRUE,9,5,39695,51,19,305951,37580,30,15075,"JUNGLE",31.45
TRUE,15,7,16067,7935,14,222205,30790,227,18772,"MIDDLE",31.45
TRUE,12,7,41945,2598,35,224193,23190,225,15340,"BOTTOM",31.45
TRUE,1,6,800,410,87,34049,18963,32,10589,"UTILITY",31.45
FALSE,1,4,2109,1978,11,92285,21906,160,7379,"TOP",20.5833333333333
FALSE,3,6,12528,0,16,106535,24372,25,8123,"JUNGLE",20.5833333333333
FALSE,4,5,12435,718,8,91041,11569,145,7600,"MIDDLE",20.5833333333333
FALSE,1,5,1383,1383,13,72511,12645,140,7157,"BOTTOM",20.5833333333333
FALSE,1,9,337,0,19,23266,14585,35,4646,"UTILITY",20.5833333333333
TRUE,3,3,6219,6219,11,92770,14446,154,8372,"TOP",20.5833333333333
TRUE,4,0,18728,964,14,193517,27153,17,8951,"JUNGLE",20.5833333333333
TRUE,8,5,7086,7030,11,96307,18558,150,10526,"MIDDLE",20.5833333333333
TRUE,13,2,16010,16010,6,132614,15359,195,13492,"BOTTOM",20.5833333333333
TRUE,1,0,1913,699,53,20764,13919,26,6873,"UTILITY",20.5833333333333
FALSE,3,4,14583,3366,27,146429,24586,182,11154,"TOP",30.4
FALSE,10,7,27063,2629,28,209308,43873,21,13693,"JUNGLE",30.4
FALSE,6,3,16263,1678,38,173186,14577,204,13194,"MIDDLE",30.4
FALSE,6,6,24019,5343,38,177291,22763,213,13683,"BOTTOM",30.4
FALSE,0,7,4375,521,90,28403,19734,28,8147,"UTILITY",30.4
TRUE,5,2,14431,6806,28,216284,22244,273,14777,"TOP",30.4
TRUE,5,5,21502,1072,19,222329,32434,13,11814,"JUNGLE",30.4
TRUE,8,4,12573,9200,29,203286,36491,236,15582,"MIDDLE",30.4
TRUE,9,7,9878,3870,17,144885,17839,174,13551,"BOTTOM",30.4
TRUE,0,7,523,388,57,22786,28108,34,8220,"UTILITY",30.4
TRUE,5,3,7470,7470,15,98264,20050,137,9613,"TOP",19.4333333333333
TRUE,5,6,18731,0,17,127647,23296,14,8947,"JUNGLE",19.4333333333333
TRUE,13,1,11609,962,13,93746,7221,147,10565,"MIDDLE",19.4333333333333
TRUE,13,3,5927,5927,11,99155,11903,153,12507,"BOTTOM",19.4333333333333
TRUE,2,4,0,0,46,17497,13874,24,6164,"UTILITY",19.4333333333333
FALSE,5,4,3142,2524,13,73771,19988,136,9186,"TOP",19.4333333333333
FALSE,4,8,15619,134,12,125319,23520,16,7697,"JUNGLE",19.4333333333333
FALSE,1,7,1633,1633,7,54523,15739,102,5613,"MIDDLE",19.4333333333333
FALSE,6,10,174,174,15,50388,15490,109,8247,"BOTTOM",19.4333333333333
FALSE,1,9,0,0,12,27943,17994,42,5591,"UTILITY",19.4333333333333
TRUE,4,3,1067,1067,7,39589,9088,96,5835,"TOP",15.4
TRUE,3,2,10148,61,12,97263,15398,9,6525,"JUNGLE",15.4
TRUE,7,0,7222,5367,2,73716,7323,126,8432,"MIDDLE",15.4
TRUE,8,1,4952,4952,10,74949,6113,143,9195,"BOTTOM",15.4
TRUE,1,1,344,344,33,18434,6076,25,5260,"UTILITY",15.4
FALSE,1,2,1097,1097,7,51228,8648,105,5224,"TOP",15.4
FALSE,4,5,3773,0,9,73366,10359,6,6143,"JUNGLE",15.4
FALSE,2,6,5335,396,4,61069,10831,123,5381,"MIDDLE",15.4
FALSE,0,5,0,0,4,27200,6638,97,4560,"BOTTOM",15.4
FALSE,0,5,813,0,24,13442,7597,25,3611,"UTILITY",15.4
TRUE,7,2,2396,2396,21,148153,18570,223,12855,"MIDDLE",26.4
TRUE,13,1,48273,2730,14,314524,33063,65,16274,"JUNGLE",26.4
TRUE,4,6,1721,1273,17,106710,20359,160,11227,"TOP",26.4
TRUE,5,4,20813,7151,21,144197,14632,210,12010,"BOTTOM",26.4
TRUE,2,3,11104,2931,66,46490,13968,16,9154,"UTILITY",26.4
FALSE,4,9,4076,3835,16,70833,25300,148,8905,"TOP",26.4
FALSE,4,7,12902,0,21,219287,35318,41,10273,"JUNGLE",26.4
FALSE,2,3,1061,676,18,129462,14083,221,9905,"MIDDLE",26.4
FALSE,5,7,686,0,11,114222,20280,193,10215,"BOTTOM",26.4
FALSE,1,5,315,0,57,10422,16943,6,6160,"UTILITY",26.4
FALSE,1,4,10918,3561,9,179415,26198,230,10374,"TOP",28.1833333333333
FALSE,10,3,52308,418,26,226337,26685,24,13585,"JUNGLE",28.1833333333333
FALSE,7,4,1171,170,7,150687,15775,214,12289,"MIDDLE",28.1833333333333
FALSE,11,7,19883,888,17,149713,19304,184,12105,"BOTTOM",28.1833333333333
FALSE,3,3,9236,255,58,49037,28437,37,8734,"UTILITY",28.1833333333333
TRUE,4,4,5481,5264,12,128303,27358,187,11248,"TOP",28.1833333333333
TRUE,7,7,18956,0,20,247733,41068,41,12921,"JUNGLE",28.1833333333333
TRUE,6,1,12708,12467,13,179646,16990,227,13781,"MIDDLE",28.1833333333333
TRUE,3,10,6610,1560,11,106267,17782,195,11501,"BOTTOM",28.1833333333333
TRUE,0,10,1519,560,107,36687,16676,42,7095,"UTILITY",28.1833333333333
TRUE,17,7,27587,9756,22,301440,79465,284,22057,"TOP",38.5333333333333
TRUE,3,9,19865,180,36,156409,38061,28,11907,"JUNGLE",38.5333333333333
TRUE,11,5,18588,3791,23,262688,30500,297,19701,"MIDDLE",38.5333333333333
TRUE,7,6,23624,5644,26,291277,29241,293,17526,"BOTTOM",38.5333333333333
TRUE,2,7,8601,5139,142,88410,24349,70,14070,"UTILITY",38.5333333333333
FALSE,3,12,12554,8586,46,228388,54964,232,13907,"TOP",38.5333333333333
FALSE,6,11,40698,140,32,267573,59069,8,13815,"JUNGLE",38.5333333333333
FALSE,13,5,6527,4629,13,248575,43957,272,18615,"MIDDLE",38.5333333333333
FALSE,11,6,32089,4519,34,364829,33854,307,19606,"BOTTOM",38.5333333333333
FALSE,1,6,4359,703,101,41392,33382,20,10112,"UTILITY",38.5333333333333
FALSE,0,3,4728,1041,6,63848,14812,129,5180,"TOP",15.5833333333333
FALSE,0,2,8731,0,18,106684,8160,17,5566,"JUNGLE",15.5833333333333
FALSE,5,0,409,409,8,57266,9215,128,6709,"MIDDLE",15.5833333333333
FALSE,0,2,669,75,9,39879,3516,123,5048,"BOTTOM",15.5833333333333
FALSE,0,3,373,0,28,14511,5822,24,3547,"UTILITY",15.5833333333333
TRUE,3,0,4031,4031,8,86073,9934,153,7094,"TOP",15.5833333333333
TRUE,1,0,8831,0,10,82766,3429,12,5004,"JUNGLE",15.5833333333333
TRUE,0,3,2465,968,5,50724,8462,113,4772,"MIDDLE",15.5833333333333
TRUE,3,0,5061,3041,8,71964,2595,161,8460,"BOTTOM",15.5833333333333
TRUE,3,2,404,404,31,15770,7697,24,4576,"UTILITY",15.5833333333333
TRUE,7,0,7506,6805,9,86909,13480,142,9751,"TOP",17.0833333333333
TRUE,2,4,15743,0,12,105566,15486,7,6707,"JUNGLE",17.0833333333333
TRUE,6,1,4651,4651,6,78236,12693,126,8509,"MIDDLE",17.0833333333333
TRUE,4,3,1476,1476,6,55557,6554,126,6937,"BOTTOM",17.0833333333333
TRUE,2,5,560,560,29,10641,8017,14,5136,"UTILITY",17.0833333333333
FALSE,1,5,1338,1338,8,96061,11166,137,5560,"TOP",17.0833333333333
FALSE,3,5,15241,0,16,115232,15898,21,6587,"JUNGLE",17.0833333333333
FALSE,3,5,771,0,8,57931,11609,125,5872,"MIDDLE",17.0833333333333
FALSE,4,3,2603,2603,10,61759,7714,133,7354,"BOTTOM",17.0833333333333
FALSE,2,3,2094,198,13,16181,9466,20,4825,"UTILITY",17.0833333333333
