win,kills,deaths,dmgObj,dmgTurr,vision_score,totalDmg,totalDmgTaken,totalMinions,gold,position,time,0,rank
False,3,6,37060,0,25,177102,24752,21,9707,JUNGLE,28.733333333333334,,bronze
True,4,3,33620,3177,29,158216,18632,25,10013,JUNGLE,23.883333333333333,,bronze
False,11,8,32666,113,27,246075,41397,41,14316,JUNGLE,34.38333333333333,,bronze
False,2,6,16278,0,25,102182,20188,19,6759,JUNGLE,18.633333333333333,,bronze
True,11,2,44782,1642,11,144266,22261,19,10912,JUNGLE,22.633333333333333,,bronze
False,6,10,22540,482,29,210813,32626,18,12093,JUNGLE,30.716666666666665,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
True,6,11,23376,1408,28,197327,49823,12,14499,JUNGLE,44.31666666666667,,bronze
False,4,6,11636,0,42,112702,26413,21,7728,JUNGLE,24.166666666666668,,bronze
False,5,8,24618,0,41,199427,52665,33,12046,JUNGLE,36.63333333333333,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,3,8,3709,2629,8,156816,18780,201,10764,TOP,24.9,,bronze
True,9,5,37397,13569,20,267932,19582,199,17804,TOP,31.55,,bronze
True,10,3,10291,3528,9,126661,14259,146,12030,TOP,19.583333333333332,,bronze
True,1,3,1603,1068,56,15701,8560,4,8413,UTILITY,30.216666666666665,,bronze
True,3,3,1337,414,39,7399,6184,5,7071,UTILITY,21.65,,bronze
False,1,5,1395,305,60,11912,11529,9,7480,UTILITY,31.65,,bronze
True,1,3,2644,1218,86,19618,13192,11,11074,UTILITY,37.65,,bronze
True,3,7,2340,927,71,21948,15606,3,11256,UTILITY,35.75,,bronze
True,3,8,2449,183,78,19539,12800,11,10443,UTILITY,33.0,,bronze
True,1,5,1487,521,51,12794,11307,8,10017,UTILITY,31.066666666666666,,bronze
True,0,3,2492,572,88,20388,13368,10,10965,UTILITY,36.2,,bronze
True,3,0,2780,1186,64,17416,7219,14,9191,UTILITY,27.55,,bronze
True,3,6,1385,25,88,24890,16199,7,11311,UTILITY,37.86666666666667,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,0,6,100,0,13,47815,8985,93,5015,MIDDLE,19.6,,bronze
True,17,9,6408,2385,31,166647,30875,157,17926,MIDDLE,33.166666666666664,,bronze
True,19,13,14776,0,20,129035,32067,87,17201,MIDDLE,30.3,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,14,12,11442,11442,19,291838,31092,276,20827,MIDDLE,36.733333333333334,,bronze
True,12,10,8914,8695,34,276133,27222,278,19846,MIDDLE,35.416666666666664,,bronze
True,2,4,50,50,15,37556,7034,92,4994,MIDDLE,15.45,,bronze
True,11,6,3498,2809,14,120632,17150,155,11679,MIDDLE,27.033333333333335,,bronze
True,24,3,25309,18560,23,201675,14025,204,18933,MIDDLE,25.183333333333334,,bronze
False,10,10,182,182,15,77557,23178,110,10231,TOP,25.05,,bronze
False,11,8,3290,3290,22,169523,30939,222,14487,TOP,30.766666666666666,,bronze
True,7,1,11722,5069,22,145229,13779,174,10786,BOTTOM,26.066666666666666,,bronze
False,13,8,58612,3078,19,276830,40633,60,16695,JUNGLE,32.53333333333333,,bronze
True,2,2,31485,1590,15,169837,22241,31,9582,JUNGLE,21.95,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
